               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 164,            0.052496,              0.7968,            0.013733,              0.3829,              0.1956,             0.16091,            0.088247,            0.052837,              1.0636,            0.013297,             0.00511,             0.00511,             0.00511
                 165,            0.052877,             0.76819,            0.016298,              0.3829,              0.1956,             0.16091,            0.088247,            0.052837,              1.0636,            0.013297,             0.00508,             0.00508,             0.00508
                 166,            0.053566,             0.76772,            0.013744,             0.41338,             0.20564,             0.18758,             0.10409,            0.053895,              1.0394,             0.01336,             0.00505,             0.00505,             0.00505
                 167,            0.054273,             0.78609,            0.013683,             0.41338,             0.20564,             0.18758,             0.10409,            0.053895,              1.0394,             0.01336,             0.00502,             0.00502,             0.00502
                 168,            0.053057,             0.74686,            0.013546,             0.34394,             0.24817,             0.31419,             0.15514,            0.052555,             0.96454,             0.01378,             0.00499,             0.00499,             0.00499
                 169,            0.052148,             0.69716,              0.0133,             0.34394,             0.24817,             0.31419,             0.15514,            0.052555,             0.96454,             0.01378,             0.00496,             0.00496,             0.00496
                 170,            0.052289,             0.69918,            0.013587,             0.41376,             0.21747,             0.18973,            0.094048,            0.055327,              1.2608,            0.013564,             0.00493,             0.00493,             0.00493
                 171,            0.051091,             0.77316,            0.013813,             0.41376,             0.21747,             0.18973,            0.094048,            0.055327,              1.2608,            0.013564,              0.0049,              0.0049,              0.0049
                 172,            0.050851,             0.75734,            0.013901,             0.41376,             0.21747,             0.18973,            0.094048,            0.055327,              1.2608,            0.013564,             0.00487,             0.00487,             0.00487
                 173,            0.049142,             0.74791,            0.013802,             0.94864,             0.23534,             0.33691,             0.16961,            0.047372,             0.97503,            0.013333,             0.00484,             0.00484,             0.00484
                 174,            0.047076,             0.73909,            0.013942,             0.94864,             0.23534,             0.33691,             0.16961,            0.047372,             0.97503,            0.013333,             0.00481,             0.00481,             0.00481
                 175,            0.047661,             0.75547,            0.013493,             0.32097,             0.24843,             0.29068,             0.14567,            0.044449,             0.97655,            0.013249,             0.00478,             0.00478,             0.00478
                 176,            0.043744,             0.73112,            0.013631,             0.32097,             0.24843,             0.29068,             0.14567,            0.044449,             0.97655,            0.013249,             0.00475,             0.00475,             0.00475
                 177,            0.044567,              0.7375,            0.013827,             0.32097,             0.24843,             0.29068,             0.14567,            0.044449,             0.97655,            0.013249,             0.00472,             0.00472,             0.00472
                 178,            0.045233,             0.75179,            0.014042,             0.33453,             0.22647,             0.27718,             0.13433,             0.04628,              1.0104,            0.014183,             0.00469,             0.00469,             0.00469
                 179,             0.04439,             0.71779,            0.014071,             0.33453,             0.22647,             0.27718,             0.13433,             0.04628,              1.0104,            0.014183,             0.00466,             0.00466,             0.00466
                 180,            0.044857,              0.7339,            0.014027,             0.69787,             0.22142,             0.32926,             0.15966,            0.043845,             0.97296,            0.013446,             0.00463,             0.00463,             0.00463
                 181,            0.042984,             0.71186,            0.013831,             0.69787,             0.22142,             0.32926,             0.15966,            0.043845,             0.97296,            0.013446,              0.0046,              0.0046,              0.0046
                 182,            0.044282,             0.70359,            0.016232,             0.69787,             0.22142,             0.32926,             0.15966,            0.043845,             0.97296,            0.013446,             0.00457,             0.00457,             0.00457
                 183,             0.04321,             0.70734,            0.014263,             0.36887,             0.26031,             0.33237,             0.17147,            0.044175,             0.96142,            0.014175,             0.00454,             0.00454,             0.00454
                 184,            0.043164,             0.71131,            0.014149,             0.36887,             0.26031,             0.33237,             0.17147,            0.044175,             0.96142,            0.014175,             0.00451,             0.00451,             0.00451
                 185,            0.042897,             0.70915,            0.013947,             0.37132,             0.26562,             0.34072,             0.17706,            0.043225,             0.97905,            0.013891,             0.00448,             0.00448,             0.00448
                 186,            0.043142,             0.72823,            0.014163,             0.37132,             0.26562,             0.34072,             0.17706,            0.043225,             0.97905,            0.013891,             0.00445,             0.00445,             0.00445
                 187,            0.044271,             0.74156,            0.014286,             0.37132,             0.26562,             0.34072,             0.17706,            0.043225,             0.97905,            0.013891,             0.00442,             0.00442,             0.00442
                 188,            0.042222,             0.69878,            0.014032,              0.3582,              0.2702,             0.33641,             0.16932,            0.043703,             0.96154,            0.014281,             0.00439,             0.00439,             0.00439
                 189,            0.042384,             0.69279,            0.014074,              0.3582,              0.2702,             0.33641,             0.16932,            0.043703,             0.96154,            0.014281,             0.00436,             0.00436,             0.00436
                 190,             0.04272,             0.72204,            0.014234,              0.3817,             0.26808,              0.3473,             0.17526,            0.042356,             0.98047,            0.013788,             0.00433,             0.00433,             0.00433
                 191,            0.041718,             0.70065,            0.014011,              0.3817,             0.26808,              0.3473,             0.17526,            0.042356,             0.98047,            0.013788,              0.0043,              0.0043,              0.0043
                 192,            0.041848,             0.70253,             0.01414,              0.3817,             0.26808,              0.3473,             0.17526,            0.042356,             0.98047,            0.013788,             0.00427,             0.00427,             0.00427
                 193,            0.041206,             0.67536,            0.014078,             0.38816,             0.27425,             0.35428,             0.18806,             0.04194,             0.92234,            0.013928,             0.00424,             0.00424,             0.00424
                 194,            0.041254,             0.66765,            0.013916,             0.38816,             0.27425,             0.35428,             0.18806,             0.04194,             0.92234,            0.013928,             0.00421,             0.00421,             0.00421
                 195,            0.041499,             0.69478,            0.013999,             0.37838,              0.2749,             0.34441,             0.17556,            0.042494,             0.96639,            0.014228,             0.00418,             0.00418,             0.00418
                 196,            0.042393,             0.68387,            0.015986,             0.37838,              0.2749,             0.34441,             0.17556,            0.042494,             0.96639,            0.014228,             0.00415,             0.00415,             0.00415
                 197,            0.041458,              0.6797,            0.014178,             0.37838,              0.2749,             0.34441,             0.17556,            0.042494,             0.96639,            0.014228,             0.00412,             0.00412,             0.00412
                 198,            0.041725,             0.68433,            0.014077,              0.3898,             0.27362,             0.34712,             0.17684,            0.042244,             0.95706,            0.014089,             0.00409,             0.00409,             0.00409
                 199,            0.041545,             0.67723,               0.014,              0.3898,             0.27362,             0.34712,             0.17684,            0.042244,             0.95706,            0.014089,             0.00406,             0.00406,             0.00406
                 200,            0.043081,             0.67106,            0.016311,             0.68055,             0.23134,             0.27412,             0.12745,            0.042903,              1.0238,            0.013381,             0.00403,             0.00403,             0.00403
                 201,            0.041197,             0.68228,            0.013696,             0.68055,             0.23134,             0.27412,             0.12745,            0.042903,              1.0238,            0.013381,               0.004,               0.004,               0.004
                 202,            0.042733,             0.67206,             0.01618,             0.39968,              0.2695,             0.35133,             0.18142,            0.041274,             0.97391,            0.013588,             0.00397,             0.00397,             0.00397
                 203,            0.040418,             0.68563,            0.013889,             0.39968,              0.2695,             0.35133,             0.18142,            0.041274,             0.97391,            0.013588,             0.00394,             0.00394,             0.00394
                 204,            0.040651,             0.67196,            0.013942,             0.39968,              0.2695,             0.35133,             0.18142,            0.041274,             0.97391,            0.013588,             0.00391,             0.00391,             0.00391
                 205,            0.041239,             0.69033,            0.013865,              0.3975,             0.27841,             0.35544,             0.18454,            0.041794,             0.98018,            0.013943,             0.00388,             0.00388,             0.00388
                 206,            0.040687,               0.675,            0.013977,              0.3975,             0.27841,             0.35544,             0.18454,            0.041794,             0.98018,            0.013943,             0.00385,             0.00385,             0.00385
                 207,            0.040656,             0.69065,            0.013985,             0.40731,             0.28081,             0.35701,              0.1831,            0.040858,             0.94938,            0.013606,             0.00382,             0.00382,             0.00382
                 208,            0.040011,             0.65796,            0.013911,             0.40731,             0.28081,             0.35701,              0.1831,            0.040858,             0.94938,            0.013606,             0.00379,             0.00379,             0.00379
                 209,            0.041308,             0.65005,            0.016157,             0.40731,             0.28081,             0.35701,              0.1831,            0.040858,             0.94938,            0.013606,             0.00376,             0.00376,             0.00376
                 210,            0.040975,             0.68755,            0.014096,             0.38517,             0.28155,             0.35069,             0.18648,            0.041058,             0.94759,            0.013722,             0.00373,             0.00373,             0.00373
                 211,            0.040542,             0.68262,            0.014017,             0.38517,             0.28155,             0.35069,             0.18648,            0.041058,             0.94759,            0.013722,              0.0037,              0.0037,              0.0037
                 212,            0.040331,             0.67844,            0.013924,             0.40479,             0.28458,             0.35558,             0.18581,            0.040848,             0.94315,            0.013627,             0.00367,             0.00367,             0.00367
                 213,            0.039846,             0.65845,            0.013835,             0.40479,             0.28458,             0.35558,             0.18581,            0.040848,             0.94315,            0.013627,             0.00364,             0.00364,             0.00364
                 214,            0.039857,             0.65708,            0.013796,             0.40479,             0.28458,             0.35558,             0.18581,            0.040848,             0.94315,            0.013627,             0.00361,             0.00361,             0.00361
                 215,            0.040486,             0.65738,            0.013926,             0.38458,             0.28506,             0.35061,             0.18401,             0.04131,             0.95864,            0.013701,             0.00358,             0.00358,             0.00358
                 216,            0.040605,             0.65771,            0.013633,             0.38458,             0.28506,             0.35061,             0.18401,             0.04131,             0.95864,            0.013701,             0.00355,             0.00355,             0.00355
                 217,             0.04055,             0.65426,            0.013747,              0.3849,             0.28452,             0.34635,             0.18185,            0.040853,             0.95084,             0.01341,             0.00352,             0.00352,             0.00352
                 218,            0.039498,             0.64005,            0.013285,              0.3849,             0.28452,             0.34635,             0.18185,            0.040853,             0.95084,             0.01341,             0.00349,             0.00349,             0.00349
                 219,            0.040672,             0.66509,            0.013798,              0.3849,             0.28452,             0.34635,             0.18185,            0.040853,             0.95084,             0.01341,             0.00346,             0.00346,             0.00346
                 220,             0.03954,             0.63799,             0.01342,             0.37978,             0.28748,             0.34959,             0.18697,            0.040761,             0.92955,            0.013425,             0.00343,             0.00343,             0.00343
                 221,            0.039665,             0.64576,            0.013492,             0.37978,             0.28748,             0.34959,             0.18697,            0.040761,             0.92955,            0.013425,              0.0034,              0.0034,              0.0034
                 222,            0.039836,             0.63912,            0.013743,             0.37822,             0.27003,             0.33543,             0.17167,            0.041482,             0.99295,            0.013526,             0.00337,             0.00337,             0.00337
                 223,            0.040468,             0.66879,            0.013684,             0.37822,             0.27003,             0.33543,             0.17167,            0.041482,             0.99295,            0.013526,             0.00334,             0.00334,             0.00334
                 224,            0.040384,             0.67203,            0.013844,             0.37822,             0.27003,             0.33543,             0.17167,            0.041482,             0.99295,            0.013526,             0.00331,             0.00331,             0.00331
                 225,            0.040122,             0.63029,            0.013756,              0.3613,             0.27513,             0.33552,             0.18268,            0.041186,             0.94604,            0.013512,             0.00328,             0.00328,             0.00328
                 226,            0.039919,             0.63645,            0.013858,              0.3613,             0.27513,             0.33552,             0.18268,            0.041186,             0.94604,            0.013512,             0.00325,             0.00325,             0.00325
                 227,            0.040928,             0.68384,            0.013813,             0.40284,              0.2764,             0.35385,             0.17994,            0.041431,              1.0016,            0.013569,             0.00322,             0.00322,             0.00322
                 228,            0.040228,             0.66428,            0.013855,             0.40284,              0.2764,             0.35385,             0.17994,            0.041431,              1.0016,            0.013569,             0.00319,             0.00319,             0.00319
                 229,            0.040003,             0.65421,            0.013548,             0.40284,              0.2764,             0.35385,             0.17994,            0.041431,              1.0016,            0.013569,             0.00316,             0.00316,             0.00316
                 230,            0.040249,             0.65813,            0.013775,             0.39623,             0.28362,             0.35484,             0.18675,            0.041259,             0.95256,            0.013523,             0.00313,             0.00313,             0.00313
                 231,            0.040067,             0.64744,            0.013907,             0.39623,             0.28362,             0.35484,             0.18675,            0.041259,             0.95256,            0.013523,              0.0031,              0.0031,              0.0031
                 232,             0.03985,             0.63678,            0.013963,             0.39737,             0.28724,             0.35718,             0.18815,            0.041165,             0.98012,            0.013373,             0.00307,             0.00307,             0.00307
                 233,             0.03881,             0.62246,            0.013435,             0.39737,             0.28724,             0.35718,             0.18815,            0.041165,             0.98012,            0.013373,             0.00304,             0.00304,             0.00304
                 234,             0.03943,             0.62874,            0.013553,             0.38994,             0.26935,             0.34128,              0.1778,            0.040746,             0.97919,            0.013519,             0.00301,             0.00301,             0.00301
                 235,             0.03963,             0.62283,             0.01367,             0.38994,             0.26935,             0.34128,              0.1778,            0.040746,             0.97919,            0.013519,             0.00298,             0.00298,             0.00298
                 236,            0.039124,             0.61721,            0.013654,             0.38994,             0.26935,             0.34128,              0.1778,            0.040746,             0.97919,            0.013519,             0.00295,             0.00295,             0.00295
                 237,             0.04017,             0.66259,            0.013837,             0.37512,             0.28167,             0.34422,              0.1795,            0.041929,              1.0302,            0.013551,             0.00292,             0.00292,             0.00292
                 238,            0.039189,              0.6203,            0.013493,             0.37512,             0.28167,             0.34422,              0.1795,            0.041929,              1.0302,            0.013551,             0.00289,             0.00289,             0.00289
                 239,            0.039043,             0.63461,            0.013657,             0.39008,             0.27049,              0.3405,             0.17578,            0.040479,             0.96068,            0.013495,             0.00286,             0.00286,             0.00286
                 240,             0.03866,             0.60395,            0.013545,             0.39008,             0.27049,              0.3405,             0.17578,            0.040479,             0.96068,            0.013495,             0.00283,             0.00283,             0.00283
                 241,            0.038815,             0.61091,            0.013567,             0.39008,             0.27049,              0.3405,             0.17578,            0.040479,             0.96068,            0.013495,              0.0028,              0.0028,              0.0028
                 242,            0.039041,             0.62779,            0.013724,             0.37803,             0.28165,              0.3432,             0.18218,            0.041236,             0.99596,             0.01347,             0.00277,             0.00277,             0.00277
                 243,              0.0392,             0.61083,            0.013733,             0.37803,             0.28165,              0.3432,             0.18218,            0.041236,             0.99596,             0.01347,             0.00274,             0.00274,             0.00274
                 244,            0.038949,             0.61216,            0.013763,             0.40321,             0.27671,              0.3534,             0.18297,            0.040059,             0.94011,            0.013326,             0.00271,             0.00271,             0.00271
                 245,            0.038935,             0.60511,            0.013838,             0.40321,             0.27671,              0.3534,             0.18297,            0.040059,             0.94011,            0.013326,             0.00268,             0.00268,             0.00268
                 246,            0.038501,             0.59434,            0.013585,             0.40321,             0.27671,              0.3534,             0.18297,            0.040059,             0.94011,            0.013326,             0.00265,             0.00265,             0.00265
                 247,            0.038942,             0.59723,             0.01359,             0.39011,             0.28835,              0.3539,             0.18963,             0.04028,             0.94149,            0.013186,             0.00262,             0.00262,             0.00262
                 248,            0.038632,             0.59714,            0.013452,             0.39011,             0.28835,              0.3539,             0.18963,             0.04028,             0.94149,            0.013186,             0.00259,             0.00259,             0.00259
                 249,            0.038516,             0.59196,            0.013253,             0.37999,             0.27972,             0.34398,             0.18091,            0.040139,             0.95186,            0.013286,             0.00256,             0.00256,             0.00256
                 250,            0.039026,             0.60995,            0.013726,             0.37999,             0.27972,             0.34398,             0.18091,            0.040139,             0.95186,            0.013286,             0.00253,             0.00253,             0.00253
                 251,            0.039632,             0.59449,            0.015439,             0.37999,             0.27972,             0.34398,             0.18091,            0.040139,             0.95186,            0.013286,              0.0025,              0.0025,              0.0025
                 252,            0.039723,             0.57561,            0.015795,             0.39291,              0.2904,             0.35356,             0.18988,            0.040129,             0.93421,            0.013259,             0.00247,             0.00247,             0.00247
                 253,            0.038435,             0.57906,            0.013524,             0.39291,              0.2904,             0.35356,             0.18988,            0.040129,             0.93421,            0.013259,             0.00244,             0.00244,             0.00244
                 254,            0.040232,             0.61744,            0.015562,             0.38058,               0.287,             0.34741,             0.18469,            0.039973,             0.91676,            0.013196,             0.00241,             0.00241,             0.00241
                 255,            0.038836,             0.58193,            0.013431,             0.38058,               0.287,             0.34741,             0.18469,            0.039973,             0.91676,            0.013196,             0.00238,             0.00238,             0.00238
                 256,            0.038521,             0.58337,            0.013396,             0.38058,               0.287,             0.34741,             0.18469,            0.039973,             0.91676,            0.013196,             0.00235,             0.00235,             0.00235
                 257,            0.038251,             0.56989,            0.013274,             0.36619,             0.29085,               0.343,             0.18363,            0.039832,             0.90627,            0.013169,             0.00232,             0.00232,             0.00232
                 258,             0.04002,             0.60409,            0.013726,             0.36619,             0.29085,               0.343,             0.18363,            0.039832,             0.90627,            0.013169,             0.00229,             0.00229,             0.00229
                 259,             0.03849,             0.57556,            0.013695,             0.37366,             0.27415,             0.33298,             0.17276,            0.040619,             0.95618,             0.01338,             0.00226,             0.00226,             0.00226
                 260,            0.038485,             0.59068,            0.013441,             0.37366,             0.27415,             0.33298,             0.17276,            0.040619,             0.95618,             0.01338,             0.00223,             0.00223,             0.00223
                 261,            0.038841,             0.58403,            0.013782,             0.37366,             0.27415,             0.33298,             0.17276,            0.040619,             0.95618,             0.01338,              0.0022,              0.0022,              0.0022
                 262,             0.03943,             0.61066,            0.013498,             0.38273,             0.27718,             0.34136,             0.18052,            0.040291,             0.93538,             0.01327,             0.00217,             0.00217,             0.00217
                 263,             0.03887,             0.59405,            0.013686,             0.38273,             0.27718,             0.34136,             0.18052,            0.040291,             0.93538,             0.01327,             0.00214,             0.00214,             0.00214
                 264,            0.038664,             0.57322,            0.013584,             0.36882,             0.28385,             0.34107,             0.17725,            0.040745,             0.96335,            0.013216,             0.00211,             0.00211,             0.00211
                 265,            0.038199,              0.5651,            0.013526,             0.36882,             0.28385,             0.34107,             0.17725,            0.040745,             0.96335,            0.013216,             0.00208,             0.00208,             0.00208
                 266,            0.038505,             0.57139,            0.013676,             0.37324,             0.29179,             0.34589,             0.18482,            0.040631,             0.95803,            0.013309,             0.00205,             0.00205,             0.00205
                 267,            0.038468,             0.55906,            0.013663,             0.37324,             0.29179,             0.34589,             0.18482,            0.040631,             0.95803,            0.013309,             0.00202,             0.00202,             0.00202
                 268,            0.038292,             0.57083,            0.013457,             0.37324,             0.29179,             0.34589,             0.18482,            0.040631,             0.95803,            0.013309,             0.00199,             0.00199,             0.00199
                 269,            0.039795,             0.61888,            0.013352,             0.35035,             0.29432,             0.33681,             0.17859,              0.0404,              0.9345,            0.013117,             0.00196,             0.00196,             0.00196
                 270,            0.038193,             0.57274,            0.013591,             0.35035,             0.29432,             0.33681,             0.17859,              0.0404,              0.9345,            0.013117,             0.00193,             0.00193,             0.00193
                 271,             0.03813,             0.55677,            0.013662,             0.35726,             0.27585,              0.3266,             0.16874,            0.042079,             0.98808,            0.013945,              0.0019,              0.0019,              0.0019
                 272,            0.038831,             0.56295,            0.013642,             0.35726,             0.27585,              0.3266,             0.16874,            0.042079,             0.98808,            0.013945,             0.00187,             0.00187,             0.00187
                 273,            0.038277,             0.56308,            0.013144,             0.35726,             0.27585,              0.3266,             0.16874,            0.042079,             0.98808,            0.013945,             0.00184,             0.00184,             0.00184
                 274,            0.038548,             0.55433,            0.013526,              0.3754,             0.29135,              0.3487,             0.18398,            0.040054,             0.92982,            0.013101,             0.00181,             0.00181,             0.00181
                 275,            0.038279,             0.54668,             0.01345,              0.3754,             0.29135,              0.3487,             0.18398,            0.040054,             0.92982,            0.013101,             0.00178,             0.00178,             0.00178
                 276,            0.037808,              0.5444,            0.012975,             0.36508,             0.27924,             0.33218,              0.1766,            0.040572,             0.94639,            0.013586,             0.00175,             0.00175,             0.00175
                 277,             0.03863,             0.55152,            0.013453,             0.36508,             0.27924,             0.33218,              0.1766,            0.040572,             0.94639,            0.013586,             0.00172,             0.00172,             0.00172
                 278,            0.038395,             0.54715,            0.013636,             0.36508,             0.27924,             0.33218,              0.1766,            0.040572,             0.94639,            0.013586,             0.00169,             0.00169,             0.00169
                 279,            0.038728,             0.57388,            0.013585,             0.36793,             0.29235,             0.34387,             0.18319,            0.040429,             0.95671,            0.013168,             0.00166,             0.00166,             0.00166
                 280,            0.038372,             0.55231,            0.013587,             0.36793,             0.29235,             0.34387,             0.18319,            0.040429,             0.95671,            0.013168,             0.00163,             0.00163,             0.00163
                 281,            0.039603,             0.57771,            0.013372,             0.36799,             0.28773,             0.34013,             0.17909,            0.040153,             0.92942,            0.013286,              0.0016,              0.0016,              0.0016
                 282,             0.03798,             0.55112,            0.013339,             0.36799,             0.28773,             0.34013,             0.17909,            0.040153,             0.92942,            0.013286,             0.00157,             0.00157,             0.00157
                 283,            0.038009,             0.54728,            0.013696,             0.36799,             0.28773,             0.34013,             0.17909,            0.040153,             0.92942,            0.013286,             0.00154,             0.00154,             0.00154
                 284,            0.039122,             0.56705,            0.013583,             0.36246,             0.29167,             0.33976,             0.17784,             0.04042,              0.9554,            0.013274,             0.00151,             0.00151,             0.00151
                 285,            0.037652,             0.53406,            0.012987,             0.36246,             0.29167,             0.33976,             0.17784,             0.04042,              0.9554,            0.013274,             0.00148,             0.00148,             0.00148
                 286,            0.037949,             0.54897,             0.01337,             0.36413,             0.28312,             0.33379,             0.16929,            0.040708,             0.99726,            0.013371,             0.00145,             0.00145,             0.00145
                 287,            0.038039,              0.5345,            0.013697,             0.36413,             0.28312,             0.33379,             0.16929,            0.040708,             0.99726,            0.013371,             0.00142,             0.00142,             0.00142
                 288,            0.038377,             0.54379,            0.013685,             0.36413,             0.28312,             0.33379,             0.16929,            0.040708,             0.99726,            0.013371,             0.00139,             0.00139,             0.00139
                 289,            0.038276,             0.55064,            0.013629,             0.36302,             0.29101,             0.33961,             0.18108,            0.040042,             0.92275,            0.013292,             0.00136,             0.00136,             0.00136
                 290,            0.038323,             0.54051,            0.013566,             0.36302,             0.29101,             0.33961,             0.18108,            0.040042,             0.92275,            0.013292,             0.00133,             0.00133,             0.00133
                 291,            0.037975,             0.53542,            0.013468,             0.35715,             0.29085,             0.34085,             0.17979,             0.04015,             0.93395,            0.013138,              0.0013,              0.0013,              0.0013
                 292,            0.037524,             0.52517,            0.013164,             0.35715,             0.29085,             0.34085,             0.17979,             0.04015,             0.93395,            0.013138,             0.00127,             0.00127,             0.00127
                 293,            0.037901,             0.52666,            0.013415,             0.35715,             0.29085,             0.34085,             0.17979,             0.04015,             0.93395,            0.013138,             0.00124,             0.00124,             0.00124
                 294,            0.037873,              0.5282,            0.013208,             0.35522,             0.29176,             0.33991,             0.18049,             0.04011,             0.93263,            0.013159,             0.00121,             0.00121,             0.00121
                 295,            0.037749,             0.53762,             0.01334,             0.35522,             0.29176,             0.33991,             0.18049,             0.04011,             0.93263,            0.013159,             0.00118,             0.00118,             0.00118
                 296,            0.037776,             0.52578,            0.013293,             0.34573,             0.28903,             0.32865,             0.17609,            0.040458,              0.9587,            0.013351,             0.00115,             0.00115,             0.00115
                 297,            0.037802,              0.5236,            0.013416,             0.34573,             0.28903,             0.32865,             0.17609,            0.040458,              0.9587,            0.013351,             0.00112,             0.00112,             0.00112
                 298,            0.039672,              0.5624,            0.015481,             0.35526,             0.29227,             0.33772,             0.18209,            0.040017,             0.92739,            0.013235,             0.00109,             0.00109,             0.00109
                 299,            0.037645,             0.52235,            0.013297,             0.35526,             0.29227,             0.33772,             0.18209,            0.040017,             0.92739,            0.013235,             0.00106,             0.00106,             0.00106
